lat,lon
42.663179,-73.769948
43.981849,-75.927367
42.320864,-73.73704
43.298135,-73.651667
40.903884,-73.865415
41.692343,-73.908676
42.472165,-75.074356
42.608652,-76.189936
42.999915,-78.205029
42.805826,-73.941266
44.707031,-73.478235
42.138977,-77.061425
43.04836,-74.339127
43.085266,-73.779597
43.16339,-78.686388
42.793226,-73.93333
43.092829,-75.655815
42.463666,-76.487762
41.143441,-74.013521
41.123395,-74.031234
42.608894,-76.183366
43.272972,-73.590062
43.017797,-77.390914
43.173613,-77.616215
42.161594,-77.09667
42.608497,-76.174499
42.092357,-79.228403
42.954482,-74.200049
41.927061,-74.014708
42.886635,-77.274884
42.942607,-78.832431
42.736479,-73.68559
42.948667,-77.343545
42.938507,-78.815771
41.366605,-73.808395
43.314271,-73.65836
44.694961,-73.472015
42.792227,-73.683159
42.600454,-76.197092
41.349538,-73.767206
43.017858,-75.045743
43.04089,-77.077186
43.981845,-75.900896
42.094357,-79.261876
42.099025,-75.928756
41.511993,-74.015507
42.660912,-73.777794
42.087721,-78.432313
42.657529,-73.783915
43.003983,-78.176857
41.706093,-73.914786
42.932071,-76.549448
41.705343,-73.92445
44.717236,-73.487055
43.062216,-76.139714
42.109425,-75.947509
42.934684,-74.185791
43.046643,-74.342493
43.332264,-73.703497
42.22948,-73.758467
42.965345,-74.255814
43.175563,-77.596642
43.066616,-76.148028
42.932643,-76.572165
41.703253,-73.914713
42.90923,-76.85714
41.358272,-73.78783
42.257425,-73.781335
43.028094,-75.06213
41.114445,-74.048824
42.085557,-79.240569
42.484608,-75.022354
43.067074,-76.137719
42.93409,-78.821634
43.299999,-73.586449
42.235859,-73.873302
42.725128,-73.693735
43.027307,-78.85861
43.007588,-75.00974
43.315393,-73.57266
43.010333,-78.195845
43.049916,-76.138945
43.971207,-75.886365
43.308122,-73.654249
42.076379,-78.452079
43.082947,-75.748969
41.929688,-73.988539
42.808626,-73.939616
42.742145,-73.676329
42.434853,-76.494291
42.896634,-76.869352
42.097274,-76.826415
43.013077,-75.054357
42.661379,-73.767879
42.45449,-76.485406
42.595874,-76.163551
42.998707,-78.198668
43.169257,-78.690803
43.016675,-78.15522
42.884436,-73.788246
41.130632,-74.051025
43.052724,-74.347826
42.808426,-73.93476
41.703193,-73.908296
42.905877,-76.865623
42.905765,-77.270438
41.377574,-73.760719
43.156363,-77.59615
42.105438,-75.929873
42.093775,-79.22346
42.967045,-77.350743
42.936257,-78.81175
42.103057,-79.249294
42.990731,-78.165892
42.441961,-75.102208
43.3257,-76.405372
42.946357,-78.823422
42.253882,-73.797777
41.706493,-73.919087
43.159263,-77.608917
43.102618,-75.653087
40.908132,-73.845478
42.913689,-77.282822
41.339081,-73.88
42.105975,-75.939502
42.955716,-77.334772
42.937724,-74.205331
40.904598,-73.842082
42.453609,-75.067107
42.932607,-78.824724
43.320985,-76.430278
42.442263,-76.486349
44.692689,-73.4814
43.979059,-75.917837
42.934457,-78.815755
42.078689,-78.442987
41.505899,-74.023117
42.934448,-76.574247
42.157956,-77.076058
42.603141,-76.162067
42.665712,-73.776234
43.295772,-73.578569
42.884803,-77.28356
43.088241,-73.787385
42.09919,-79.232749
42.846646,-73.782455
41.927956,-74.011525
42.446883,-76.489438
43.311669,-73.677801
42.103124,-76.829359
42.941913,-74.181692
42.440054,-76.497981
42.110124,-76.811777
42.272688,-73.854914
42.725011,-73.689756
42.150805,-77.054562
42.088774,-76.807043
42.938779,-74.170076
42.603394,-76.176763
42.797126,-73.941375
43.068753,-77.302409
42.100474,-76.815329
43.054409,-75.612859
43.064466,-76.151281
42.103624,-76.804036
42.948857,-78.826339
42.106224,-76.818075
43.040247,-74.327356
42.926103,-76.575817
43.067302,-77.347368
43.100769,-75.254526
42.719078,-73.692736
43.163457,-78.692003
42.090724,-76.810091
42.75486,-73.68076
44.693271,-73.466176
42.268049,-73.767827
42.936661,-76.544554
43.053752,-77.092392
43.154513,-77.604566
42.939171,-76.545339
42.104025,-75.934211
42.664179,-73.764198
42.797178,-77.760648
40.894099,-73.832914
42.753024,-73.679655
41.126195,-74.040298
44.690612,-73.455169
42.07902,-78.417819
42.103275,-75.92446
42.456861,-75.080244
43.060316,-76.152145
44.686609,-73.462547
42.889059,-77.277336
41.918974,-73.98536
42.102658,-79.228669
43.081156,-73.77857
43.096419,-75.259055
42.102525,-75.939165
42.661278,-73.790622
42.110575,-75.920616
42.091974,-76.804039
41.695893,-73.913612
42.796626,-73.926199
43.090119,-75.241114
42.949266,-74.203425
43.063216,-76.146251
42.892947,-77.280617
43.003281,-78.194153
43.094169,-75.265791
42.99978,-78.163228
42.43891,-76.487977
42.881372,-73.77517
42.801676,-73.919751
42.99879,-78.169061
41.931906,-74.005099
41.506043,-74.013757
41.932812,-73.980448
42.94335,-74.19031
42.247722,-73.780841
43.057526,-77.240835
42.092852,-79.237423
42.944201,-74.194525
43.083785,-73.789144
41.356982,-73.73799
42.993504,-78.1883
43.969097,-75.904176
41.124095,-74.054861
40.907865,-73.863419
42.888113,-77.287255
43.333004,-73.661635
42.671129,-73.780995
43.035056,-78.86077
41.376424,-73.79126
42.595477,-76.192562
43.162713,-77.596943
42.902141,-76.886711
41.942021,-74.005386
43.05321,-74.332386
41.358146,-73.780953
43.160963,-77.59448
43.170607,-78.68052
43.176163,-77.607223
42.746229,-73.682967
43.054216,-76.135396
43.052232,-74.35627
42.14311,-77.044961
42.666279,-73.783546
44.69769,-73.453693
42.225883,-73.858453
41.915835,-74.0127
43.03081,-74.985103
41.500893,-74.007935
43.975508,-75.891234
41.69999,-73.901667
43.448076,-76.496259
43.069814,-75.765274
42.135556,-77.040809
42.157313,-77.069598
42.796426,-73.937017
43.319572,-73.561351
42.602477,-76.188508
43.096269,-75.23884
42.966747,-74.196535
42.457894,-75.070259
42.934157,-78.811804
42.88202,-76.944888
42.083813,-78.435603
41.130495,-73.996917
40.905421,-73.874412
43.164813,-77.597566
41.124728,-74.049559
42.460152,-75.06142
43.321627,-76.412527
43.018565,-75.03578
41.504543,-74.011933
43.091019,-75.237793
43.090219,-75.235861
42.795076,-73.91702
42.804076,-73.935713
41.117995,-74.041054
42.589336,-76.180689
43.169613,-77.614223
43.173357,-78.6739
42.987201,-78.177145
43.040406,-78.871337
43.008899,-75.001375
42.915469,-76.9351
41.364455,-73.743329
43.05104,-77.045435
43.163913,-77.605348
43.008651,-75.043264
42.9394,-76.575392
42.069834,-76.129671
43.174757,-78.680102
43.002035,-78.184943
42.090407,-79.244944
43.05722,-74.349936
43.045691,-74.345664
42.941357,-78.815205
42.976335,-78.164568
42.451375,-76.500276
41.126462,-74.018184
42.117922,-77.04797
43.298785,-73.633939
41.387571,-73.705864
43.298521,-73.693775
42.163228,-77.010025
43.078002,-73.796408
42.087324,-76.814968
40.894255,-73.836095
43.024689,-78.877108
42.078518,-78.434678
43.057516,-76.147226
44.687452,-73.473706
42.242495,-73.77347
43.083608,-73.796826
42.934526,-74.176692
43.968071,-75.896765
43.093582,-75.743403
42.439822,-76.481246
42.741279,-73.685145
40.894208,-73.829212
43.034114,-74.356804
41.386285,-73.716131
42.812926,-73.931455
42.602921,-76.168932
43.006033,-75.050088
42.654279,-73.774813
43.091236,-75.255653
43.978734,-75.89091
43.086321,-75.656967
43.160354,-77.364507
43.094919,-75.248999
42.467952,-75.055089
43.101919,-75.2459
40.90713,-73.859425
41.510343,-74.008457
42.930563,-74.124535
42.442996,-76.502975
43.295539,-73.672438
42.316485,-73.768091
42.945676,-74.185636
42.444884,-76.507687
43.987899,-75.922239
42.736378,-73.680247
42.16558,-77.091426
41.495943,-74.01473
42.110642,-75.935101
41.501193,-74.033455
41.703243,-73.924473
41.94374,-74.00146
42.594356,-76.172339
42.927338,-76.567016
41.499743,-74.012149
44.696338,-73.447781
42.993675,-78.174805
42.904564,-76.859036
42.101874,-76.818406
42.944479,-76.559767
42.098752,-78.423477
42.952535,-74.213597
43.028929,-74.988512
43.025177,-74.990306
43.98468,-75.900508
42.948775,-74.172196
43.053016,-76.14492
44.701023,-73.46117
42.103575,-75.946303
43.166607,-78.681677
42.94063,-76.570297
42.788527,-73.678803
43.985974,-75.907504
42.104407,-79.235228
42.07511,-78.425797
42.791076,-73.931632
43.035099,-75.006161
42.927657,-78.827755
42.084645,-78.421694
43.04291,-77.099132
42.986002,-77.354824
43.043921,-77.10922
42.589136,-76.192096
42.157019,-77.058896
42.089124,-79.234454
43.168063,-77.593162
43.006597,-78.180075
44.706013,-73.455378
42.661079,-73.772471
40.897566,-73.835278
41.111745,-74.041147
40.904766,-73.868448
43.0484,-74.354957
41.335092,-73.887925
42.454215,-75.045608
42.792909,-73.92633
42.809826,-73.923832
40.900972,-73.839807
43.970769,-75.917326
42.221126,-73.865041
42.658029,-73.779777
42.796623,-77.80234
42.606375,-76.19607
42.435108,-76.481413
43.092219,-75.24411
41.407992,-73.696735
43.317021,-73.646212
43.062566,-76.143056
41.493843,-74.025921
43.100108,-75.66425
43.02263,-74.365845
41.494293,-74.015183
43.057488,-75.664081
43.049016,-76.146624
43.101019,-75.250067
42.878529,-77.290057
41.497743,-74.01796
43.05712,-74.335599
42.992369,-78.183343
41.699843,-73.925857
41.934574,-74.02208
42.096257,-79.243506
42.89814,-77.291243
42.9328,-76.560119
43.076151,-73.788584
43.028256,-78.871453
43.313222,-73.632002
43.055416,-76.141503
41.690043,-73.919555
41.699998,-73.909045
41.702176,-73.915863
43.367805,-73.649197
41.122945,-74.044389
43.049898,-75.889332
42.247609,-73.788388
42.327632,-73.825652
42.459304,-75.051529
43.063464,-77.225648
43.965156,-75.888501
42.215819,-73.807313
42.157946,-77.126163
42.256472,-73.793459
42.442727,-76.491759
43.094677,-77.339239
43.056693,-77.182985
42.800026,-73.93313
42.669878,-73.789823
40.909352,-73.849821
42.669778,-73.787526
42.092074,-76.81502
43.012882,-75.037564
42.275366,-73.809091
43.167465,-77.61603
42.080016,-78.427444
42.082439,-78.443013
42.661129,-73.783679
43.303932,-76.404669
43.005797,-78.227805
43.440717,-76.509205
42.945107,-78.81934
42.465378,-75.064222
41.496593,-74.010531
43.173563,-77.601754
43.159413,-77.599992
44.697101,-73.46314
42.944457,-78.837705
41.692693,-73.921605
42.448355,-76.474084
42.103719,-75.91645
42.109057,-79.237719
42.892448,-77.3001
42.728665,-73.686171
43.013047,-74.368692
43.302085,-76.370373
42.453661,-76.477938
42.463143,-75.110006
43.330221,-76.414834
43.049734,-74.33018
42.936337,-76.553705
41.504793,-74.027627
43.227548,-76.294454
42.62015,-76.19978
43.006824,-78.18917
43.04128,-74.343267
41.134532,-74.033566
40.903409,-73.859249
42.267641,-73.760231
42.104357,-79.240069
41.132695,-74.010854
43.990651,-75.914075
41.69976,-73.91713
41.1161,-74.020999
43.318371,-73.652834
41.693143,-73.903256
43.073593,-75.745642
43.307072,-73.578545
42.439024,-76.473793
41.356407,-73.82458
42.600052,-76.182941
42.672428,-73.784846
42.098457,-79.259319
42.436191,-76.50326
42.735478,-73.674711
42.901694,-77.286042
44.695239,-73.460774
42.450742,-75.059685
42.155076,-77.088076
42.867266,-73.7868
42.930307,-78.812004
42.93708,-76.564627
41.376752,-73.744171
42.664479,-73.772601
42.152499,-77.067632
42.094674,-76.814277
42.448017,-76.491706
43.291687,-73.634745
43.963598,-75.904937
42.073124,-76.121348
43.052449,-76.134816
42.735079,-73.679625
42.251038,-73.791538
42.786268,-73.689493
43.150534,-77.325428
43.310939,-73.607868
40.906349,-73.842728
42.595603,-76.181431
42.254749,-73.790657
42.160532,-77.068596
41.698198,-73.908718
41.504393,-74.006577
43.093269,-75.257208
43.049266,-76.152945
42.113175,-75.93774
40.905317,-73.862397
42.083324,-76.808465
43.053222,-77.103552
42.082941,-76.821275
42.978273,-74.336299
42.924994,-76.564169
43.17303,-77.606907
43.037656,-78.876208
41.92569,-74.006236
43.083976,-75.648158
42.804076,-73.929289
42.102875,-75.920489
43.34451,-76.392787
43.980395,-75.908925
42.455578,-76.476906
42.445738,-75.079484
43.329884,-76.455367
42.290068,-73.740613
42.079872,-78.454916
42.851904,-73.760853
42.930012,-76.56253
41.688993,-73.910015
42.667629,-73.768304
43.27491,-73.57651
43.061752,-74.337014
42.073933,-78.434602
41.493309,-74.010886
42.109975,-75.943373
42.942006,-76.551315
43.023985,-74.995762
41.373345,-73.720638
43.061101,-74.333544
42.099475,-75.924149
44.682269,-73.502598
43.108079,-75.683327
42.92839,-76.552018
43.171114,-77.608733
43.068116,-76.146981
43.058075,-74.343498
43.086019,-75.255732
42.149867,-77.112804
42.729578,-73.69277
43.345999,-73.722613
41.345762,-73.861341
42.666579,-73.777937
42.106058,-79.231944
43.019826,-74.988157
41.118895,-74.051367
42.749479,-73.682325
43.170563,-77.596622
43.090519,-75.23695
41.139745,-74.028197
40.900672,-73.832335
42.926707,-78.815829
41.924132,-73.996411
41.917254,-73.993396
42.144045,-77.063685
43.053723,-74.338343
43.081398,-73.783625
42.098808,-79.221742
42.087057,-79.248141
42.937657,-78.829581
43.397568,-76.475391
42.907255,-76.847299
43.095219,-75.251296
42.802026,-73.93156
43.971411,-75.923439
43.322221,-73.639749
42.09496,-78.443581
41.354622,-73.725514
43.445865,-76.515636
43.026285,-78.846795
42.931507,-78.827855
41.924083,-74.025872
43.050789,-77.129671
41.706626,-73.907626
42.087924,-76.823988
42.930986,-76.540377
40.902481,-73.836195
42.076506,-78.434625
42.25123,-73.785066
40.907801,-73.849152
42.874424,-76.975779
43.091957,-75.645613
